Timestamp,%commit,%memused,%swpcad,%swpused,%vmeff,capp,csource,ctags,fault/s,kbbuffers,kbcached,kbcommit,kbmemfree,kbmemused,kbswpcad,kbswpfree,kbswpused,majflt/s,pgfree/s,pgpgin/s,pgpgout/s,pgscand/s,pgscank/s,pgsteal/s
1307525433,4.44,6.81,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",4780.04,327292,837248,1189280,23051500,1684000,0,2048276,0,0.40,931.74,0.00,15.97,0.00,0.00,0.00
1307525438,4.51,6.93,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",9081.40,327296,838236,1207364,23022336,1713164,0,2048276,0,0.40,2518.80,0.00,110.40,0.00,0.00,0.00
1307525443,4.63,6.98,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",1613.37,327324,838244,1238820,23007864,1727636,0,2048276,0,0.00,387.43,0.00,59.88,0.00,0.00,0.00
1307525448,4.63,7.02,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",546.20,327328,838320,1238820,22998760,1736740,0,2048276,0,0.00,60.60,0.00,16.00,0.00,0.00,0.00
1307525453,4.72,7.03,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",295.41,327328,838372,1263936,22996000,1739500,0,2048276,0,0.00,84.23,0.00,18.36,0.00,0.00,0.00
1307525458,4.72,7.05,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",475.80,327336,838432,1265304,22991516,1743984,0,2048276,0,0.00,173.00,0.00,10.40,0.00,0.00,0.00
1307525463,4.72,7.07,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",230.20,327336,838540,1265012,22987724,1747776,0,2048276,0,0.00,98.00,0.00,17.60,0.00,0.00,0.00
1307525468,4.80,7.09,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",671.66,327336,838644,1284348,22981204,1754296,0,2048276,0,0.00,53.89,0.00,194.81,0.00,0.00,0.00
1307525473,4.80,7.10,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",198.60,327336,838776,1284348,22979532,1755968,0,2048276,0,0.00,98.20,0.00,81.60,0.00,0.00,0.00
1307525478,4.80,7.11,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",126.95,327340,838916,1284348,22976908,1758592,0,2048276,0,0.00,65.67,0.00,19.16,0.00,0.00,0.00
1307525483,4.80,7.13,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",301.00,327348,839020,1284348,22972532,1762968,0,2048276,0,0.00,82.20,0.00,16.80,0.00,0.00,0.00
1307525488,4.80,7.14,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",145.11,327352,839056,1284348,22969752,1765748,0,2048276,0,0.00,48.70,0.00,23.95,0.00,0.00,0.00
1307525493,4.80,7.18,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",597.40,327352,839184,1285360,22958844,1776656,0,2048276,0,0.00,114.40,0.00,13.60,0.00,0.00,0.00
1307525498,4.80,7.20,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",218.60,327360,839244,1285360,22955032,1780468,0,2048276,0,0.00,44.40,0.00,20.80,0.00,0.00,0.00
1307525503,4.80,7.23,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",473.60,327360,839384,1285360,22946244,1789256,0,2048276,0,0.00,87.00,0.00,106.40,0.00,0.00,0.00
1307525508,4.90,7.25,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",189.40,327376,839400,1312680,22942264,1793236,0,2048276,0,0.00,49.40,0.00,60.80,0.00,0.00,0.00
1307525513,4.90,7.25,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",144.60,327380,839496,1312680,22940972,1794528,0,2048276,0,0.00,140.00,0.00,16.00,0.00,0.00,0.00
1307525518,4.90,7.26,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",276.40,327384,839560,1312680,22938472,1797028,0,2048276,0,0.00,46.80,0.00,17.60,0.00,0.00,0.00
1307525523,4.90,7.26,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",67.66,327392,839608,1312680,22938508,1796992,0,2048276,0,0.00,58.68,0.00,16.77,0.00,0.00,0.00
1307525528,4.90,7.27,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",60.40,327396,839624,1312680,22938136,1797364,0,2048276,0,0.00,43.80,0.00,16.80,0.00,0.00,0.00
1307525533,4.89,7.27,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",390.60,327400,839708,1310504,22936196,1799304,0,2048276,0,0.00,163.40,0.00,21.60,0.00,0.00,0.00
1307525538,4.95,7.28,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",154.60,327408,839728,1325492,22935352,1800148,0,2048276,0,0.00,47.60,0.00,10.40,0.00,0.00,0.00
1307525543,4.95,7.28,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",160.48,327412,839808,1326516,22933652,1801848,0,2048276,0,0.00,61.28,0.00,88.62,0.00,0.00,0.00
1307525548,4.95,7.29,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",71.20,327416,839832,1326516,22932252,1803248,0,2048276,0,0.00,33.60,0.00,24.00,0.00,0.00,0.00
1307525553,4.95,7.30,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",109.40,327416,839884,1326516,22930896,1804604,0,2048276,0,0.00,64.00,0.00,17.60,0.00,0.00,0.00
1307525558,4.95,7.30,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",111.60,327420,839932,1326516,22929484,1806016,0,2048276,0,0.00,77.00,0.00,24.00,0.00,0.00,0.00
1307525563,4.95,7.31,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",106.20,327424,839980,1326516,22928528,1806972,0,2048276,0,0.00,70.40,0.00,10.40,0.00,0.00,0.00
1307525568,4.95,7.31,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",69.00,327432,840028,1326516,22927332,1808168,0,2048276,0,0.00,36.80,0.00,27.20,0.00,0.00,0.00
1307525573,4.95,7.33,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",318.24,327432,840072,1326516,22922656,1812844,0,2048276,0,0.00,65.53,0.00,10.42,0.00,0.00,0.00
1307525578,4.95,7.34,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",85.20,327436,840120,1326516,22920628,1814872,0,2048276,0,0.00,41.60,0.00,30.40,0.00,0.00,0.00
1307525583,4.95,7.34,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",98.60,327444,840132,1326516,22919520,1815980,0,2048276,0,0.00,51.60,0.00,56.00,0.00,0.00,0.00
1307525588,4.95,7.35,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",91.00,327444,840196,1326516,22918048,1817452,0,2048276,0,0.00,30.40,0.00,19.20,0.00,0.00,0.00
1307525593,4.95,7.35,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",94.40,327456,840200,1326516,22916948,1818552,0,2048276,0,0.00,50.20,0.00,15.20,0.00,0.00,0.00
1307525598,4.95,7.36,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",202.60,327464,840216,1326516,22915096,1820404,0,2048276,0,0.00,166.40,0.00,15.20,0.00,0.00,0.00
1307525603,4.95,7.36,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",84.23,327472,840252,1326516,22914384,1821116,0,2048276,0,0.00,49.90,0.00,19.16,0.00,0.00,0.00
1307525608,4.95,7.37,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",78.80,327476,840260,1326516,22913400,1822100,0,2048276,0,0.00,26.40,0.00,17.60,0.00,0.00,0.00
1307525613,4.95,7.37,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",93.60,327484,840268,1326516,22912096,1823404,0,2048276,0,0.00,49.20,0.00,27.20,0.00,0.00,0.00
1307525618,4.95,7.38,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",61.80,327496,840276,1326516,22911100,1824400,0,2048276,0,0.00,24.60,0.00,32.80,0.00,0.00,0.00
1307525623,4.95,7.38,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",83.00,327496,840280,1326516,22910608,1824892,0,2048276,0,0.00,47.20,0.00,16.80,0.00,0.00,0.00
1307525628,4.95,7.38,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",27.00,327500,840292,1326516,22910136,1825364,0,2048276,0,0.00,23.60,0.00,16.00,0.00,0.00,0.00
1307525633,4.95,7.38,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",49.40,327500,840292,1326516,22909768,1825732,0,2048276,0,0.00,46.00,0.00,10.40,0.00,0.00,0.00
1307525638,4.95,7.38,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",26.15,327504,840304,1326516,22909772,1825728,0,2048276,0,0.00,22.55,0.00,17.56,0.00,0.00,0.00
1307525643,4.95,7.38,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",73.80,327508,840304,1326516,22909036,1826464,0,2048276,0,0.00,46.80,0.00,7.20,0.00,0.00,0.00
1307525648,4.95,7.39,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",57.20,327512,840324,1326516,22908292,1827208,0,2048276,0,0.00,23.00,0.00,20.00,0.00,0.00,0.00
1307525653,4.95,7.39,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",82.60,327520,840324,1326516,22907428,1828072,0,2048276,0,0.00,46.00,0.00,12.00,0.00,0.00,0.00
1307525658,4.95,7.39,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",64.40,327528,840336,1326516,22906452,1829048,0,2048276,0,0.00,24.20,0.00,14.40,0.00,0.00,0.00
1307525663,4.95,7.40,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",75.60,327540,840336,1326516,22905736,1829764,0,2048276,0,0.00,48.00,0.00,13.60,0.00,0.00,0.00
1307525668,4.95,7.40,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",44.80,327548,840344,1326516,22905000,1830500,0,2048276,0,0.00,23.40,0.00,14.40,0.00,0.00,0.00
1307525673,4.95,7.41,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",203.00,327572,840372,1326516,22902524,1832976,0,2048276,0,0.00,103.80,0.00,64.80,0.00,0.00,0.00
1307525678,4.95,7.41,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",59.40,327576,840392,1326516,22901520,1833980,0,2048276,0,0.00,23.40,0.00,15.20,0.00,0.00,0.00
1307525683,4.95,7.42,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",88.80,327592,840400,1326516,22900644,1834856,0,2048276,0,0.00,50.40,0.00,28.00,0.00,0.00,0.00
1307525688,4.95,7.42,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",84.60,327596,840424,1325660,22899168,1836332,0,2048276,0,0.00,28.00,0.00,23.20,0.00,0.00,0.00
1307525693,4.95,7.43,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",87.60,327600,840432,1325660,22898340,1837160,0,2048276,0,0.00,47.20,0.00,22.40,0.00,0.00,0.00
1307525698,4.95,7.43,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",61.20,327608,840452,1325660,22897356,1838144,0,2048276,0,0.00,24.60,0.00,16.00,0.00,0.00,0.00
1307525703,4.95,7.44,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",91.00,327608,840460,1325660,22896244,1839256,0,2048276,0,0.00,47.40,0.00,25.60,0.00,0.00,0.00
1307525708,5.02,7.47,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",1562.00,327724,840360,1344672,22886576,1848924,0,2048276,0,0.00,103.00,0.00,144.80,0.00,0.00,0.00
1307525713,5.02,7.48,0.00,0.00,0.00,results from /usr/local/bin/sar -rSB 5 |awk '{if($0 && !/Linux/){if($0){$1="";$2="";if(/pgpgin/)now=strftime("%s ");if(NR>3 && NR%9==3){print now header"\n" now val;header=""; val=""};if(NR%3==0) {header=header" "$0;}; if(NR%3==1) val=val" "$0; }}}',sr212, cluster="chukwa",121.40,327728,840500,1344672,22884644,1850856,0,2048276,0,0.00,51.80,0.00,13.60,0.00,0.00,0.00
