Local bytes written,COUNTERS,Combine output records,Combine input records,TRACKER_NAME,csource,capp,Map output bytes,Map input records,START_TIME,FINISH_TIME,HDFS bytes read,id,ctags,TASK_STATUS,TASKID,Map input bytes,STATE_STRING,Map output records
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133888462,12659,1307525471836,1307525501846,,attempt_201106081729_0001_m_000316_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000316,134225994,hdfs://sr212:9000/user/lyan/rand10/part-00028:0+134217728,12659
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133877246,12779,1307525471951,1307525507150,,attempt_201106081729_0001_m_000317_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000317,134216978,hdfs://sr212:9000/user/lyan/rand10/part-00028:134217728+134217728,12779
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133870722,12780,1307525471377,1307525483322,,attempt_201106081729_0001_m_000318_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000318,134210682,hdfs://sr212:9000/user/lyan/rand10/part-00028:268435456+134217728,12780
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880289,12827,1307525472017,1307525501846,,attempt_201106081729_0001_m_000319_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000319,134221085,hdfs://sr212:9000/user/lyan/rand10/part-00028:402653184+134217728,12827
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879860,12755,1307525474398,1307525495983,,attempt_201106081729_0001_m_000320_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000320,134220120,hdfs://sr212:9000/user/lyan/rand10/part-00028:536870912+134217728,12755
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133876315,12662,1307525474834,1307525495912,,attempt_201106081729_0001_m_000321_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000321,134213011,hdfs://sr212:9000/user/lyan/rand10/part-00028:671088640+134217728,12662
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879750,12650,1307525475436,1307525495363,,attempt_201106081729_0001_m_000322_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000322,134216410,hdfs://sr212:9000/user/lyan/rand10/part-00028:805306368+134217728,12650
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133878385,12789,1307525471507,1307525483635,,attempt_201106081729_0001_m_000323_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000323,134218677,hdfs://sr212:9000/user/lyan/rand10/part-00028:939524096+134217728,12789
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133886698,12785,1307525472097,1307525493499,,attempt_201106081729_0001_m_000324_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000324,134227038,hdfs://sr212:9000/user/lyan/rand10/part-00028:1073741824+134217728,12785
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881728,12791,1307525472008,1307525496704,,attempt_201106081729_0001_m_000325_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000325,134221436,hdfs://sr212:9000/user/lyan/rand10/part-00029:0+134217728,12791
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879415,12672,1307525472156,1307525480165,,attempt_201106081729_0001_m_000326_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000326,134216631,hdfs://sr212:9000/user/lyan/rand10/part-00029:134217728+134217728,12672
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881961,12771,1307525472212,1307525494754,,attempt_201106081729_0001_m_000327_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000327,134220909,hdfs://sr212:9000/user/lyan/rand10/part-00029:268435456+134217728,12771
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133887967,12669,1307525472255,1307525495294,,attempt_201106081729_0001_m_000328_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000328,134225199,hdfs://sr212:9000/user/lyan/rand10/part-00029:402653184+134217728,12669
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133870570,12779,1307525474688,1307525488192,,attempt_201106081729_0001_m_000329_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000329,134210462,hdfs://sr212:9000/user/lyan/rand10/part-00029:536870912+134217728,12779
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881746,12632,1307525472880,1307525489806,,attempt_201106081729_0001_m_000330_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000330,134217542,hdfs://sr212:9000/user/lyan/rand10/part-00029:671088640+134217728,12632
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884268,12700,1307525474805,1307525487790,,attempt_201106081729_0001_m_000331_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000331,134221908,hdfs://sr212:9000/user/lyan/rand10/part-00029:805306368+134217728,12700
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133871319,12717,1307525476821,1307525488215,,attempt_201106081729_0001_m_000332_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000332,134209555,hdfs://sr212:9000/user/lyan/rand10/part-00029:939524096+134217728,12717
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133895161,12625,1307525474880,1307525494070,,attempt_201106081729_0001_m_000333_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000333,134230821,hdfs://sr212:9000/user/lyan/rand10/part-00029:1073741824+134217728,12625
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133890698,12703,1307525472363,1307525491442,,attempt_201106081729_0001_m_000334_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000334,134228882,hdfs://sr212:9000/user/lyan/rand10/part-00030:0+134217728,12703
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133887387,12766,1307525473047,1307525490685,,attempt_201106081729_0001_m_000335_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000335,134227315,hdfs://sr212:9000/user/lyan/rand10/part-00030:134217728+134217728,12766
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133860619,12738,1307525474945,1307525483800,,attempt_201106081729_0001_m_000336_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000336,134199683,hdfs://sr212:9000/user/lyan/rand10/part-00030:268435456+134217728,12738
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885047,12723,1307525475605,1307525489983,,attempt_201106081729_0001_m_000337_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000337,134223611,hdfs://sr212:9000/user/lyan/rand10/part-00030:402653184+134217728,12723
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133876049,12763,1307525476883,1307525492875,,attempt_201106081729_0001_m_000338_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000338,134216393,hdfs://sr212:9000/user/lyan/rand10/part-00030:536870912+134217728,12763
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879064,12724,1307525472542,1307525484126,,attempt_201106081729_0001_m_000339_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000339,134216176,hdfs://sr212:9000/user/lyan/rand10/part-00030:671088640+134217728,12724
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133887016,12831,1307525472640,1307525484319,,attempt_201106081729_0001_m_000340_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000340,134227984,hdfs://sr212:9000/user/lyan/rand10/part-00030:805306368+134217728,12831
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133860876,12857,1307525475633,1307525484984,,attempt_201106081729_0001_m_000341_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000341,134201892,hdfs://sr212:9000/user/lyan/rand10/part-00030:939524096+134217728,12857
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133895621,12755,1307525475201,1307525494651,,attempt_201106081729_0001_m_000342_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000342,134234261,hdfs://sr212:9000/user/lyan/rand10/part-00030:1073741824+134217728,12755
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133891970,12751,1307525483098,1307525492960,,attempt_201106081729_0001_m_000343_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000343,134230578,hdfs://sr212:9000/user/lyan/rand10/part-00031:0+134217728,12751
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133869404,12815,1307525476966,1307525495613,,attempt_201106081729_0001_m_000344_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000344,134210524,hdfs://sr212:9000/user/lyan/rand10/part-00031:134217728+134217728,12815
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133886679,12783,1307525475304,1307525494684,,attempt_201106081729_0001_m_000345_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000345,134226103,hdfs://sr212:9000/user/lyan/rand10/part-00031:268435456+134217728,12783
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133869548,12774,1307525483437,1307525490365,,attempt_201106081729_0001_m_000346_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000346,134208760,hdfs://sr212:9000/user/lyan/rand10/part-00031:402653184+134217728,12774
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133878001,12787,1307525475690,1307525485784,,attempt_201106081729_0001_m_000347_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000347,134218417,hdfs://sr212:9000/user/lyan/rand10/part-00031:536870912+134217728,12787
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133886049,12730,1307525475746,1307525491349,,attempt_201106081729_0001_m_000348_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000348,134224169,hdfs://sr212:9000/user/lyan/rand10/part-00031:671088640+134217728,12730
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133882839,12847,1307525475838,1307525485302,,attempt_201106081729_0001_m_000349_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000349,134223455,hdfs://sr212:9000/user/lyan/rand10/part-00031:805306368+134217728,12847
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133868982,12736,1307525475906,1307525495761,,attempt_201106081729_0001_m_000350_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000350,134208410,hdfs://sr212:9000/user/lyan/rand10/part-00031:939524096+134217728,12736
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133876456,12604,1307525484816,1307525494420,,attempt_201106081729_0001_m_000351_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000351,134212508,hdfs://sr212:9000/user/lyan/rand10/part-00031:1073741824+134217728,12604
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133891343,12756,1307525475372,1307525488453,,attempt_201106081729_0001_m_000352_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000352,134230511,hdfs://sr212:9000/user/lyan/rand10/part-00032:0+134217728,12756
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133868864,12663,1307525477464,1307525497369,,attempt_201106081729_0001_m_000353_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000353,134205468,hdfs://sr212:9000/user/lyan/rand10/part-00032:134217728+134217728,12663
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884836,12655,1307525475836,1307525486100,,attempt_201106081729_0001_m_000354_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000354,134222056,hdfs://sr212:9000/user/lyan/rand10/part-00032:268435456+134217728,12655
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133875016,12719,1307525477199,1307525492875,,attempt_201106081729_0001_m_000355_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000355,134213588,hdfs://sr212:9000/user/lyan/rand10/part-00032:402653184+134217728,12719
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884331,12722,1307525480963,1307525492877,,attempt_201106081729_0001_m_000356_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000356,134223107,hdfs://sr212:9000/user/lyan/rand10/part-00032:536870912+134217728,12722
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881867,12642,1307525481287,1307525493396,,attempt_201106081729_0001_m_000357_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000357,134217543,hdfs://sr212:9000/user/lyan/rand10/part-00032:671088640+134217728,12642
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133882095,12609,1307525476007,1307525489725,,attempt_201106081729_0001_m_000358_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000358,134218367,hdfs://sr212:9000/user/lyan/rand10/part-00032:805306368+134217728,12609
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880387,12663,1307525476061,1307525487087,,attempt_201106081729_0001_m_000359_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000359,134217611,hdfs://sr212:9000/user/lyan/rand10/part-00032:939524096+134217728,12663
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885406,12684,1307525483300,1307525502451,,attempt_201106081729_0001_m_000360_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000360,134223258,hdfs://sr212:9000/user/lyan/rand10/part-00032:1073741824+134217728,12684
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880384,12749,1307525485299,1307525494419,,attempt_201106081729_0001_m_000361_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000361,134219896,hdfs://sr212:9000/user/lyan/rand10/part-00033:0+134217728,12749
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879176,12733,1307525477157,1307525503664,,attempt_201106081729_0001_m_000362_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000362,134218620,hdfs://sr212:9000/user/lyan/rand10/part-00033:134217728+134217728,12733
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133891549,12829,1307525483673,1307525495151,,attempt_201106081729_0001_m_000363_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000363,134232201,hdfs://sr212:9000/user/lyan/rand10/part-00033:268435456+134217728,12829
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133868344,12768,1307525476137,1307525487536,,attempt_201106081729_0001_m_000364_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000364,134207868,hdfs://sr212:9000/user/lyan/rand10/part-00033:402653184+134217728,12768
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879602,12701,1307525477237,1307525501848,,attempt_201106081729_0001_m_000365_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000365,134217050,hdfs://sr212:9000/user/lyan/rand10/part-00033:536870912+134217728,12701
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133883592,12861,1307525476244,1307525490825,,attempt_201106081729_0001_m_000366_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000366,134225600,hdfs://sr212:9000/user/lyan/rand10/part-00033:671088640+134217728,12861
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133867424,12820,1307525476388,1307525491896,,attempt_201106081729_0001_m_000367_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000367,134208284,hdfs://sr212:9000/user/lyan/rand10/part-00033:805306368+134217728,12820
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881656,12625,1307525476713,1307525510649,,attempt_201106081729_0001_m_000368_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000368,134217876,hdfs://sr212:9000/user/lyan/rand10/part-00033:939524096+134217728,12625
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881844,12709,1307525477234,1307525505475,,attempt_201106081729_0001_m_000369_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000369,134220836,hdfs://sr212:9000/user/lyan/rand10/part-00033:1073741824+134217728,12709
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133882695,12662,1307525481709,1307525505418,,attempt_201106081729_0001_m_000370_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000370,134219131,hdfs://sr212:9000/user/lyan/rand10/part-00034:0+134217728,12662
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885201,12669,1307525476783,1307525501302,,attempt_201106081729_0001_m_000371_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000371,134221953,hdfs://sr212:9000/user/lyan/rand10/part-00034:134217728+134217728,12669
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133886280,12723,1307525485418,1307525494833,,attempt_201106081729_0001_m_000372_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000372,134224584,hdfs://sr212:9000/user/lyan/rand10/part-00034:268435456+134217728,12723
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133870619,12786,1307525479654,1307525526767,,attempt_201106081729_0001_m_000373_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000373,134210047,hdfs://sr212:9000/user/lyan/rand10/part-00034:402653184+134217728,12786
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133883358,12665,1307525480659,1307525486810,,attempt_201106081729_0001_m_000374_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000374,134220398,hdfs://sr212:9000/user/lyan/rand10/part-00034:536870912+134217728,12665
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133871217,12842,1307525482493,1307525513793,,attempt_201106081729_0001_m_000375_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000375,134211833,hdfs://sr212:9000/user/lyan/rand10/part-00034:671088640+134217728,12842
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885252,12861,1307525477251,1307525492815,,attempt_201106081729_0001_m_000376_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000376,134226600,hdfs://sr212:9000/user/lyan/rand10/part-00034:805306368+134217728,12861
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885717,12739,1307525482552,1307525492422,,attempt_201106081729_0001_m_000377_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000377,134224029,hdfs://sr212:9000/user/lyan/rand10/part-00034:939524096+134217728,12739
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133866838,12819,1307525483319,1307525530557,,attempt_201106081729_0001_m_000378_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000378,134207330,hdfs://sr212:9000/user/lyan/rand10/part-00034:1073741824+134217728,12819
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880013,12713,1307525483774,1307525496808,,attempt_201106081729_0001_m_000379_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000379,134217817,hdfs://sr212:9000/user/lyan/rand10/part-00035:0+134217728,12713
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133886241,12612,1307525483603,1307525495357,,attempt_201106081729_0001_m_000380_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000380,134221857,hdfs://sr212:9000/user/lyan/rand10/part-00035:134217728+134217728,12612
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133891574,12672,1307525484508,1307525501845,,attempt_201106081729_0001_m_000381_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000381,134229130,hdfs://sr212:9000/user/lyan/rand10/part-00035:268435456+134217728,12672
