Local bytes written,COUNTERS,Combine output records,Combine input records,TRACKER_NAME,csource,capp,Map output bytes,Map input records,START_TIME,FINISH_TIME,HDFS bytes read,id,ctags,TASK_STATUS,TASKID,Map input bytes,STATE_STRING,Map output records
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133869940,12822,1307525438732,1307525450807,,attempt_201106081729_0001_m_000129_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000129,134210556,hdfs://sr212:9000/user/lyan/rand10/part-00007:268435456+134217728,12822
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880356,12706,1307525438795,1307525448012,,attempt_201106081729_0001_m_000130_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000130,134218404,hdfs://sr212:9000/user/lyan/rand10/part-00007:402653184+134217728,12706
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133878115,12671,1307525438859,1307525461310,,attempt_201106081729_0001_m_000131_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000131,134215863,hdfs://sr212:9000/user/lyan/rand10/part-00007:536870912+134217728,12671
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879090,12723,1307525438917,1307525466283,,attempt_201106081729_0001_m_000132_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000132,134217714,hdfs://sr212:9000/user/lyan/rand10/part-00007:671088640+134217728,12723
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133894518,12659,1307525439012,1307525457026,,attempt_201106081729_0001_m_000133_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000133,134230910,hdfs://sr212:9000/user/lyan/rand10/part-00007:805306368+134217728,12659
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133872736,12756,1307525439056,1307525465952,,attempt_201106081729_0001_m_000134_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000134,134211824,hdfs://sr212:9000/user/lyan/rand10/part-00007:939524096+134217728,12756
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133873559,12728,1307525439136,1307525465935,,attempt_201106081729_0001_m_000135_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000135,134211043,hdfs://sr212:9000/user/lyan/rand10/part-00007:1073741824+134217728,12728
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885656,12624,1307525449893,1307525459665,,attempt_201106081729_0001_m_000136_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000136,134220928,hdfs://sr212:9000/user/lyan/rand10/part-00008:0+134217728,12624
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133878766,12662,1307525449920,1307525454159,,attempt_201106081729_0001_m_000137_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000137,134215222,hdfs://sr212:9000/user/lyan/rand10/part-00008:134217728+134217728,12662
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133887237,12765,1307525449951,1307525459876,,attempt_201106081729_0001_m_000138_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000138,134226737,hdfs://sr212:9000/user/lyan/rand10/part-00008:268435456+134217728,12765
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133875973,12726,1307525439059,1307525460626,,attempt_201106081729_0001_m_000139_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000139,134215061,hdfs://sr212:9000/user/lyan/rand10/part-00008:402653184+134217728,12726
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133875897,12772,1307525449985,1307525459944,,attempt_201106081729_0001_m_000140_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000140,134215513,hdfs://sr212:9000/user/lyan/rand10/part-00008:536870912+134217728,12772
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133876297,12725,1307525446991,1307525466024,,attempt_201106081729_0001_m_000141_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000141,134214897,hdfs://sr212:9000/user/lyan/rand10/part-00008:671088640+134217728,12725
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133895136,12566,1307525450448,1307525459074,,attempt_201106081729_0001_m_000142_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000142,134230084,hdfs://sr212:9000/user/lyan/rand10/part-00008:805306368+134217728,12566
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133864644,12761,1307525447017,1307525463670,,attempt_201106081729_0001_m_000143_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000143,134204612,hdfs://sr212:9000/user/lyan/rand10/part-00008:939524096+134217728,12761
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133889583,12730,1307525447056,1307525463670,,attempt_201106081729_0001_m_000144_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000144,134228523,hdfs://sr212:9000/user/lyan/rand10/part-00008:1073741824+134217728,12730
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133883834,12738,1307525439120,1307525462201,,attempt_201106081729_0001_m_000145_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000145,134221898,hdfs://sr212:9000/user/lyan/rand10/part-00009:0+134217728,12738
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133875241,12769,1307525439198,1307525470136,,attempt_201106081729_0001_m_000146_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000146,134215333,hdfs://sr212:9000/user/lyan/rand10/part-00009:134217728+134217728,12769
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133894797,12731,1307525439265,1307525471057,,attempt_201106081729_0001_m_000147_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000147,134233245,hdfs://sr212:9000/user/lyan/rand10/part-00009:268435456+134217728,12731
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133864197,12688,1307525439549,1307525472557,,attempt_201106081729_0001_m_000148_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000148,134201601,hdfs://sr212:9000/user/lyan/rand10/part-00009:402653184+134217728,12688
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133891079,12706,1307525439734,1307525460622,,attempt_201106081729_0001_m_000149_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000149,134228687,hdfs://sr212:9000/user/lyan/rand10/part-00009:536870912+134217728,12706
,1,0,0,tracker_sr218:localhost\.localdomain/127\.0\.0\.1:57512,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133872117,12717,1307525440061,1307525460592,,attempt_201106081729_0001_m_000150_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000150,134210853,hdfs://sr212:9000/user/lyan/rand10/part-00009:671088640+134217728,12717
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881680,12745,1307525447085,1307525463648,,attempt_201106081729_0001_m_000151_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000151,134220760,hdfs://sr212:9000/user/lyan/rand10/part-00009:805306368+134217728,12745
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133873512,12715,1307525450016,1307525457698,,attempt_201106081729_0001_m_000152_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000152,134212472,hdfs://sr212:9000/user/lyan/rand10/part-00009:939524096+134217728,12715
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133877195,12792,1307525450134,1307525459248,,attempt_201106081729_0001_m_000153_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000153,134216471,hdfs://sr212:9000/user/lyan/rand10/part-00009:1073741824+134217728,12792
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133883208,12730,1307525451660,1307525457525,,attempt_201106081729_0001_m_000154_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000154,134222508,hdfs://sr212:9000/user/lyan/rand10/part-00010:0+134217728,12730
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133875614,12715,1307525447163,1307525464563,,attempt_201106081729_0001_m_000155_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000155,134214174,hdfs://sr212:9000/user/lyan/rand10/part-00010:134217728+134217728,12715
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133888373,12882,1307525447214,1307525464348,,attempt_201106081729_0001_m_000156_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000156,134230209,hdfs://sr212:9000/user/lyan/rand10/part-00010:268435456+134217728,12882
,1,0,0,tracker_sr214:localhost\.localdomain/127\.0\.0\.1:36955,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133878535,12697,1307525447342,1307525464466,,attempt_201106081729_0001_m_000157_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000157,134216231,hdfs://sr212:9000/user/lyan/rand10/part-00010:402653184+134217728,12697
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133873096,12704,1307525451755,1307525455227,,attempt_201106081729_0001_m_000158_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000158,134210328,hdfs://sr212:9000/user/lyan/rand10/part-00010:536870912+134217728,12704
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133878919,12705,1307525451864,1307525470219,,attempt_201106081729_0001_m_000159_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000159,134216899,hdfs://sr212:9000/user/lyan/rand10/part-00010:671088640+134217728,12705
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133878009,12722,1307525451633,1307525462871,,attempt_201106081729_0001_m_000160_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000160,134216385,hdfs://sr212:9000/user/lyan/rand10/part-00010:805306368+134217728,12722
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879987,12765,1307525451667,1307525473989,,attempt_201106081729_0001_m_000161_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000161,134219007,hdfs://sr212:9000/user/lyan/rand10/part-00010:939524096+134217728,12765
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880019,12738,1307525451693,1307525460976,,attempt_201106081729_0001_m_000162_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000162,134218423,hdfs://sr212:9000/user/lyan/rand10/part-00010:1073741824+134217728,12738
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884813,12667,1307525452183,1307525467352,,attempt_201106081729_0001_m_000163_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000163,134221529,hdfs://sr212:9000/user/lyan/rand10/part-00011:0+134217728,12667
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133875624,12717,1307525452918,1307525460371,,attempt_201106081729_0001_m_000164_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000164,134214020,hdfs://sr212:9000/user/lyan/rand10/part-00011:134217728+134217728,12717
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133883261,12834,1307525454642,1307525459947,,attempt_201106081729_0001_m_000165_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000165,134224533,hdfs://sr212:9000/user/lyan/rand10/part-00011:268435456+134217728,12834
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881148,12617,1307525451894,1307525469081,,attempt_201106081729_0001_m_000166_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000166,134216984,hdfs://sr212:9000/user/lyan/rand10/part-00011:402653184+134217728,12617
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133883231,12755,1307525455654,1307525464003,,attempt_201106081729_0001_m_000167_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000167,134222151,hdfs://sr212:9000/user/lyan/rand10/part-00011:536870912+134217728,12755
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133874627,12739,1307525450483,1307525465285,,attempt_201106081729_0001_m_000168_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000168,134213499,hdfs://sr212:9000/user/lyan/rand10/part-00011:671088640+134217728,12739
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133874490,12816,1307525453002,1307525462988,,attempt_201106081729_0001_m_000169_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000169,134214618,hdfs://sr212:9000/user/lyan/rand10/part-00011:805306368+134217728,12816
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133878561,12668,1307525455445,1307525472522,,attempt_201106081729_0001_m_000170_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000170,134216725,hdfs://sr212:9000/user/lyan/rand10/part-00011:939524096+134217728,12668
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881713,12749,1307525450530,1307525466336,,attempt_201106081729_0001_m_000171_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000171,134220265,hdfs://sr212:9000/user/lyan/rand10/part-00011:1073741824+134217728,12749
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885551,12750,1307525452838,1307525456109,,attempt_201106081729_0001_m_000172_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000172,134225271,hdfs://sr212:9000/user/lyan/rand10/part-00012:0+134217728,12750
,1,0,0,tracker_sr219:localhost\.localdomain/127\.0\.0\.1:38248,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133876507,12740,1307525455684,1307525466978,,attempt_201106081729_0001_m_000173_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000173,134215587,hdfs://sr212:9000/user/lyan/rand10/part-00012:134217728+134217728,12740
,1,0,0,tracker_sr221:localhost\.localdomain/127\.0\.0\.1:54988,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881421,12647,1307525453097,1307525460086,,attempt_201106081729_0001_m_000174_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000174,134217757,hdfs://sr212:9000/user/lyan/rand10/part-00012:268435456+134217728,12647
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879373,12764,1307525455861,1307525466974,,attempt_201106081729_0001_m_000175_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000175,134219145,hdfs://sr212:9000/user/lyan/rand10/part-00012:402653184+134217728,12764
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880469,12665,1307525455887,1307525460937,,attempt_201106081729_0001_m_000176_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000176,134218449,hdfs://sr212:9000/user/lyan/rand10/part-00012:536870912+134217728,12665
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133871991,12803,1307525454949,1307525458416,,attempt_201106081729_0001_m_000177_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000177,134212875,hdfs://sr212:9000/user/lyan/rand10/part-00012:671088640+134217728,12803
,1,0,0,tracker_sr216:localhost\.localdomain/127\.0\.0\.1:43445,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881776,12741,1307525455015,1307525469913,,attempt_201106081729_0001_m_000178_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000178,134220184,hdfs://sr212:9000/user/lyan/rand10/part-00012:805306368+134217728,12741
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884728,12721,1307525455490,1307525462452,,attempt_201106081729_0001_m_000179_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000179,134222576,hdfs://sr212:9000/user/lyan/rand10/part-00012:939524096+134217728,12721
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879529,12731,1307525455922,1307525470502,,attempt_201106081729_0001_m_000180_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000180,134217737,hdfs://sr212:9000/user/lyan/rand10/part-00012:1073741824+134217728,12731
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133877265,12823,1307525452942,1307525465362,,attempt_201106081729_0001_m_000181_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000181,134217689,hdfs://sr212:9000/user/lyan/rand10/part-00013:0+134217728,12823
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881530,12690,1307525452978,1307525471592,,attempt_201106081729_0001_m_000182_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000182,134218710,hdfs://sr212:9000/user/lyan/rand10/part-00013:134217728+134217728,12690
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884509,12683,1307525453015,1307525465857,,attempt_201106081729_0001_m_000183_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000183,134222113,hdfs://sr212:9000/user/lyan/rand10/part-00013:268435456+134217728,12683
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133886578,12761,1307525453040,1307525457735,,attempt_201106081729_0001_m_000184_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000184,134225586,hdfs://sr212:9000/user/lyan/rand10/part-00013:402653184+134217728,12761
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133867770,12738,1307525453176,1307525471585,,attempt_201106081729_0001_m_000185_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000185,134206614,hdfs://sr212:9000/user/lyan/rand10/part-00013:536870912+134217728,12738
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884659,12713,1307525453202,1307525462161,,attempt_201106081729_0001_m_000186_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000186,134223123,hdfs://sr212:9000/user/lyan/rand10/part-00013:671088640+134217728,12713
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881413,12702,1307525453362,1307525462031,,attempt_201106081729_0001_m_000187_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000187,134218969,hdfs://sr212:9000/user/lyan/rand10/part-00013:805306368+134217728,12702
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133872543,12772,1307525453388,1307525463547,,attempt_201106081729_0001_m_000188_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000188,134212539,hdfs://sr212:9000/user/lyan/rand10/part-00013:939524096+134217728,12772
,1,0,0,tracker_sr215:localhost\.localdomain/127\.0\.0\.1:49202,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133888704,12746,1307525455965,1307525471635,,attempt_201106081729_0001_m_000189_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000189,134228572,hdfs://sr212:9000/user/lyan/rand10/part-00013:1073741824+134217728,12746
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880756,12744,1307525455529,1307525473512,,attempt_201106081729_0001_m_000190_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000190,134219728,hdfs://sr212:9000/user/lyan/rand10/part-00014:0+134217728,12744
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133882932,12770,1307525455577,1307525473795,,attempt_201106081729_0001_m_000191_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000191,134222172,hdfs://sr212:9000/user/lyan/rand10/part-00014:134217728+134217728,12770
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133882829,12706,1307525455602,1307525472519,,attempt_201106081729_0001_m_000192_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000192,134221077,hdfs://sr212:9000/user/lyan/rand10/part-00014:268435456+134217728,12706
,1,0,0,tracker_sr217:localhost\.localdomain/127\.0\.0\.1:44223,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879953,12736,1307525457666,1307525473515,,attempt_201106081729_0001_m_000193_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000193,134218121,hdfs://sr212:9000/user/lyan/rand10/part-00014:402653184+134217728,12736
,1,0,0,tracker_sr222:localhost\.localdomain/127\.0\.0\.1:35723,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879539,12710,1307525455983,1307525466080,,attempt_201106081729_0001_m_000194_0, cluster="chukwa",SUCCESS,task_201106081729_0001_m_000194,134217839,hdfs://sr212:9000/user/lyan/rand10/part-00014:536870912+134217728,12710
