JOB_STATUS,FILE_BYTES_READ,COUNTERS,FINISHED_REDUCES,FINISHED_MAPS,TOTAL_MAPS,csource,capp,FINISH_TIME,HDFS_BYTES_WRITTEN,id,ctags,LAUNCH_TIME,HDFS_BYTES_READ,SUBMIT_TIME,FILE_BYTES_WRITTEN,TOTAL_REDUCES
SUCCESS,63482781326,1,32,640,640,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,1307526094564,86182741790,job_201106081729_0001, cluster="chukwa",1307525430578,86192932207,1307525430006,149494573259,32
