Timestamp,capp,csource,ctags,device,rxkB/s,rxpck/s,txkB/s,txpck/s
1307525543,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525543,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,12.66,77.00,20.77,56.20
1307525543,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,3.38,8.20,0.00,0.00
1307525543,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",lo,0.87,6.00,0.87,6.00
1307525548,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,3.38,8.20,0.00,0.00
1307525548,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525548,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,20.56,123.40,54.35,102.60
1307525548,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",lo,1.05,6.00,1.05,6.00
1307525553,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,11.48,68.40,25.65,52.80
1307525553,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525553,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,1.65,5.20,0.00,0.00
1307525553,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",lo,1.33,7.40,1.33,7.40
1307525558,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525558,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",lo,1.33,6.00,1.33,6.00
1307525558,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,1.54,5.00,0.00,0.00
1307525558,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,16.53,111.20,46.05,89.00
1307525563,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,14.48,82.40,28.00,65.20
1307525563,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525563,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",lo,1.33,6.60,1.33,6.60
1307525563,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,2.91,7.20,0.00,0.00
1307525568,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,2.57,6.80,0.00,0.00
1307525568,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525568,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,15.75,82.20,38.93,66.80
1307525568,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",lo,1.68,6.00,1.68,6.00
1307525573,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,3.85,9.20,0.00,0.00
1307525573,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525573,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,13.27,77.00,38.72,64.40
1307525573,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",lo,1.27,6.00,1.27,6.00
1307525578,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,2.93,7.60,0.00,0.00
1307525578,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525578,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",lo,0.93,6.00,0.93,6.00
1307525578,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,9.25,48.20,14.58,36.80
1307525583,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,1.42,4.80,0.00,0.00
1307525583,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,7.25,38.40,15.19,29.20
1307525583,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525583,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",lo,1.11,7.40,1.11,7.40
1307525588,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",lo,1.02,6.00,1.02,6.00
1307525588,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525588,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,11.22,45.00,7.68,30.40
1307525588,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,1.88,5.60,0.00,0.00
1307525593,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",sit0,0.00,0.00,0.00,0.00
1307525593,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth1,7.47,35.80,5.86,23.00
1307525593,results from /usr/local/bin/sar -n DEV 5 | awk '{if($0 &&!/Linux/){$1=""; $2=""; now=strftime("%s "); print now $0}}',sr212, cluster="chukwa",eth0,2.79,7.00,0.00,0.00
