Timestamp,capp,category,csource,ctags,hostName,mapTaskSlots,maps_running,reduceTaskSlots,reduces_running,tasks_completed
1307525779,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525789,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525799,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525809,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525819,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525829,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525839,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525849,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525859,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525869,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525879,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525889,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525899,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525909,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525919,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525929,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525939,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525949,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525959,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525969,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525979,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525989,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307525999,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307526009,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307526019,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307526029,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307526039,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,4,85
1307526049,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,3,86
1307526059,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,2,87
1307526069,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,0,89
1307526079,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,0,89
1307526089,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359830.log,mapred.tasktracker,sr215, cluster="chukwa",sr215,16,0,10,0,89
1307525439,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.tasktracker,sr216, cluster="chukwa",sr216,16,16,10,0,0
1307525451,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.tasktracker,sr216, cluster="chukwa",sr216,16,16,10,0,3
1307525465,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.tasktracker,sr216, cluster="chukwa",sr216,16,16,10,3,12
1307525469,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.tasktracker,sr216, cluster="chukwa",sr216,16,16,10,4,21
1307525479,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.tasktracker,sr216, cluster="chukwa",sr216,16,16,10,4,27
1307525489,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.tasktracker,sr216, cluster="chukwa",sr216,16,16,10,4,40
1307525499,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.tasktracker,sr216, cluster="chukwa",sr216,16,16,10,4,44
1307525509,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.tasktracker,sr216, cluster="chukwa",sr216,16,16,10,4,44
1307525519,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.tasktracker,sr216, cluster="chukwa",sr216,16,16,10,4,55
1307525529,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-mapred-1307525359861.log,mapred.tasktracker,sr216, cluster="chukwa",sr216,16,16,10,4,56
