Local bytes written,COUNTERS,Combine output records,Combine input records,csource,capp,Map output bytes,Map input records,START_TIME,FINISH_TIME,HDFS bytes read,id,SPLITS,ctags,TASK_STATUS,TASK_TYPE,Map input bytes,Map output records
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133878009,12722,1307525451598,1307525463707,,task_201106081729_0001_m_000160,/default-rack/sr216;/default-rack/sr217;/default-rack/sr219, cluster="chukwa",SUCCESS,MAP,134216385,12722
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879987,12765,1307525451599,1307525475445,,task_201106081729_0001_m_000161,/default-rack/sr216;/default-rack/sr217;/default-rack/sr219, cluster="chukwa",SUCCESS,MAP,134219007,12765
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880019,12738,1307525451599,1307525463707,,task_201106081729_0001_m_000162,/default-rack/sr215;/default-rack/sr217;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134218423,12738
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884813,12667,1307525451609,1307525470568,,task_201106081729_0001_m_000163,/default-rack/sr219;/default-rack/sr221;/default-rack/sr214, cluster="chukwa",SUCCESS,MAP,134221529,12667
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133875624,12717,1307525452851,1307525461972,,task_201106081729_0001_m_000164,/default-rack/sr218;/default-rack/sr214;/default-rack/sr221, cluster="chukwa",SUCCESS,MAP,134214020,12717
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133883261,12834,1307525454622,1307525460693,,task_201106081729_0001_m_000165,/default-rack/sr214;/default-rack/sr217;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134224533,12834
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881148,12617,1307525451624,1307525472129,,task_201106081729_0001_m_000166,/default-rack/sr216;/default-rack/sr214;/default-rack/sr215, cluster="chukwa",SUCCESS,MAP,134216984,12617
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133883231,12755,1307525454631,1307525466737,,task_201106081729_0001_m_000167,/default-rack/sr219;/default-rack/sr214;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134222151,12755
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133874627,12739,1307525449799,1307525468296,,task_201106081729_0001_m_000168,/default-rack/sr222;/default-rack/sr216;/default-rack/sr214, cluster="chukwa",SUCCESS,MAP,134213499,12739
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133874490,12816,1307525452852,1307525464990,,task_201106081729_0001_m_000169,/default-rack/sr221;/default-rack/sr219;/default-rack/sr214, cluster="chukwa",SUCCESS,MAP,134214618,12816
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133878561,12668,1307525454622,1307525475446,,task_201106081729_0001_m_000170,/default-rack/sr214;/default-rack/sr217;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134216725,12668
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881713,12749,1307525449800,1307525468297,,task_201106081729_0001_m_000171,/default-rack/sr214;/default-rack/sr215;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134220265,12749
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885551,12750,1307525452809,1307525458888,,task_201106081729_0001_m_000172,/default-rack/sr217;/default-rack/sr214;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134225271,12750
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133876507,12740,1307525454632,1307525470569,,task_201106081729_0001_m_000173,/default-rack/sr222;/default-rack/sr214;/default-rack/sr219, cluster="chukwa",SUCCESS,MAP,134215587,12740
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881421,12647,1307525452852,1307525461972,,task_201106081729_0001_m_000174,/default-rack/sr221;/default-rack/sr222;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134217757,12647
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879373,12764,1307525455836,1307525468297,,task_201106081729_0001_m_000175,/default-rack/sr222;/default-rack/sr221;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134219145,12764
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880469,12665,1307525455836,1307525461908,,task_201106081729_0001_m_000176,/default-rack/sr219;/default-rack/sr222;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134218449,12665
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133871991,12803,1307525454861,1307525465473,,task_201106081729_0001_m_000177,/default-rack/sr216;/default-rack/sr221;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134212875,12803
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881776,12741,1307525454861,1307525472129,,task_201106081729_0001_m_000178,/default-rack/sr216;/default-rack/sr214;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134220184,12741
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884728,12721,1307525454623,1307525463709,,task_201106081729_0001_m_000179,/default-rack/sr217;/default-rack/sr216;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134222576,12721
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879529,12731,1307525455837,1307525471312,,task_201106081729_0001_m_000180,/default-rack/sr219;/default-rack/sr214;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134217737,12731
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133877265,12823,1307525452899,1307525471538,,task_201106081729_0001_m_000181,/default-rack/sr214;/default-rack/sr215;/default-rack/sr217, cluster="chukwa",SUCCESS,MAP,134217689,12823
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881530,12690,1307525452899,1307525474596,,task_201106081729_0001_m_000182,/default-rack/sr216;/default-rack/sr214;/default-rack/sr215, cluster="chukwa",SUCCESS,MAP,134218710,12690
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884509,12683,1307525452900,1307525471538,,task_201106081729_0001_m_000183,/default-rack/sr221;/default-rack/sr215;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134222113,12683
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133886578,12761,1307525452900,1307525458972,,task_201106081729_0001_m_000184,/default-rack/sr219;/default-rack/sr217;/default-rack/sr215, cluster="chukwa",SUCCESS,MAP,134225586,12761
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133867770,12738,1307525452901,1307525474597,,task_201106081729_0001_m_000185,/default-rack/sr216;/default-rack/sr215;/default-rack/sr219, cluster="chukwa",SUCCESS,MAP,134206614,12738
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884659,12713,1307525452901,1307525465004,,task_201106081729_0001_m_000186,/default-rack/sr219;/default-rack/sr215;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134223123,12713
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881413,12702,1307525452902,1307525465004,,task_201106081729_0001_m_000187,/default-rack/sr215;/default-rack/sr221;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134218969,12702
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133872543,12772,1307525452902,1307525465005,,task_201106081729_0001_m_000188,/default-rack/sr222;/default-rack/sr215;/default-rack/sr217, cluster="chukwa",SUCCESS,MAP,134212539,12772
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133888704,12746,1307525455927,1307525474597,,task_201106081729_0001_m_000189,/default-rack/sr218;/default-rack/sr214;/default-rack/sr215, cluster="chukwa",SUCCESS,MAP,134228572,12746
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880756,12744,1307525454623,1307525475446,,task_201106081729_0001_m_000190,/default-rack/sr218;/default-rack/sr214;/default-rack/sr217, cluster="chukwa",SUCCESS,MAP,134219728,12744
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133882932,12770,1307525454623,1307525475446,,task_201106081729_0001_m_000191,/default-rack/sr219;/default-rack/sr217;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134222172,12770
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133882829,12706,1307525454624,1307525475447,,task_201106081729_0001_m_000192,/default-rack/sr217;/default-rack/sr214;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134221077,12706
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879953,12736,1307525457647,1307525475448,,task_201106081729_0001_m_000193,/default-rack/sr218;/default-rack/sr214;/default-rack/sr217, cluster="chukwa",SUCCESS,MAP,134218121,12736
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879539,12710,1307525455837,1307525468298,,task_201106081729_0001_m_000194,/default-rack/sr217;/default-rack/sr219;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134217839,12710
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133871384,12618,1307525455837,1307525465286,,task_201106081729_0001_m_000195,/default-rack/sr222;/default-rack/sr217;/default-rack/sr219, cluster="chukwa",SUCCESS,MAP,134208068,12618
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880514,12753,1307525455928,1307525471539,,task_201106081729_0001_m_000196,/default-rack/sr215;/default-rack/sr217;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134219578,12753
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133893743,12675,1307525457647,1307525475448,,task_201106081729_0001_m_000197,/default-rack/sr214;/default-rack/sr217;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134231683,12675
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133871353,12769,1307525454862,1307525469049,,task_201106081729_0001_m_000198,/default-rack/sr217;/default-rack/sr219;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134210345,12769
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133897887,12617,1307525457647,1307525475448,,task_201106081729_0001_m_000199,/default-rack/sr222;/default-rack/sr217;/default-rack/sr219, cluster="chukwa",SUCCESS,MAP,134234143,12617
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133871295,12726,1307525455878,1307525468005,,task_201106081729_0001_m_000200,/default-rack/sr222;/default-rack/sr221;/default-rack/sr219, cluster="chukwa",SUCCESS,MAP,134209983,12726
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880369,12772,1307525455928,1307525474598,,task_201106081729_0001_m_000201,/default-rack/sr219;/default-rack/sr215;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134219625,12772
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881226,12694,1307525455929,1307525474598,,task_201106081729_0001_m_000202,/default-rack/sr215;/default-rack/sr219;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134219138,12694
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133872038,12808,1307525455878,1307525468005,,task_201106081729_0001_m_000203,/default-rack/sr219;/default-rack/sr217;/default-rack/sr221, cluster="chukwa",SUCCESS,MAP,134212142,12808
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133875246,12697,1307525455879,1307525468006,,task_201106081729_0001_m_000204,/default-rack/sr219;/default-rack/sr221;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134212942,12697
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884419,12723,1307525457652,1307525470569,,task_201106081729_0001_m_000205,/default-rack/sr221;/default-rack/sr219;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134223523,12723
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133871671,12753,1307525457648,1307525475449,,task_201106081729_0001_m_000206,/default-rack/sr217;/default-rack/sr219;/default-rack/sr221, cluster="chukwa",SUCCESS,MAP,134211315,12753
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133882341,12897,1307525457653,1307525470569,,task_201106081729_0001_m_000207,/default-rack/sr219;/default-rack/sr221;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134224877,12897
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133888849,12740,1307525457653,1307525466738,,task_201106081729_0001_m_000208,/default-rack/sr219;/default-rack/sr221;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134227369,12740
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133877102,12717,1307525455929,1307525471539,,task_201106081729_0001_m_000209,/default-rack/sr214;/default-rack/sr215;/default-rack/sr221, cluster="chukwa",SUCCESS,MAP,134215498,12717
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133872529,12726,1307525457654,1307525470570,,task_201106081729_0001_m_000210,/default-rack/sr221;/default-rack/sr219;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134210977,12726
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133888621,12772,1307525457648,1307525475450,,task_201106081729_0001_m_000211,/default-rack/sr221;/default-rack/sr217;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134228637,12772
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879024,12852,1307525457649,1307525475450,,task_201106081729_0001_m_000212,/default-rack/sr221;/default-rack/sr217;/default-rack/sr219, cluster="chukwa",SUCCESS,MAP,134219840,12852
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133865067,12772,1307525458888,1307525477052,,task_201106081729_0001_m_000213,/default-rack/sr221;/default-rack/sr219;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134204663,12772
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133883268,12761,1307525458889,1307525471312,,task_201106081729_0001_m_000214,/default-rack/sr221;/default-rack/sr219;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134222516,12761
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133877439,12762,1307525458889,1307525471313,,task_201106081729_0001_m_000215,/default-rack/sr218;/default-rack/sr222;/default-rack/sr221, cluster="chukwa",SUCCESS,MAP,134216775,12762
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133887516,12732,1307525458890,1307525484459,,task_201106081729_0001_m_000216,/default-rack/sr222;/default-rack/sr214;/default-rack/sr221, cluster="chukwa",SUCCESS,MAP,134226672,12732
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133890539,12743,1307525458890,1307525477052,,task_201106081729_0001_m_000217,/default-rack/sr222;/default-rack/sr221;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134229523,12743
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133873101,12657,1307525455930,1307525474599,,task_201106081729_0001_m_000218,/default-rack/sr218;/default-rack/sr215;/default-rack/sr219, cluster="chukwa",SUCCESS,MAP,134209377,12657
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879091,12725,1307525457886,1307525469050,,task_201106081729_0001_m_000219,/default-rack/sr216;/default-rack/sr221;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134217651,12725
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133876715,12763,1307525457886,1307525483068,,task_201106081729_0001_m_000220,/default-rack/sr218;/default-rack/sr216;/default-rack/sr217, cluster="chukwa",SUCCESS,MAP,134215919,12763
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884178,12699,1307525455930,1307525471540,,task_201106081729_0001_m_000221,/default-rack/sr217;/default-rack/sr215;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134222330,12699
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880416,12736,1307525457887,1307525469050,,task_201106081729_0001_m_000222,/default-rack/sr218;/default-rack/sr222;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134218544,12736
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133881957,12642,1307525455930,1307525474599,,task_201106081729_0001_m_000223,/default-rack/sr215;/default-rack/sr221;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134219233,12642
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133887058,12616,1307525460800,1307525477031,,task_201106081729_0001_m_000224,/default-rack/sr214;/default-rack/sr216;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134223806,12616
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133864828,12802,1307525458973,1307525471540,,task_201106081729_0001_m_000225,/default-rack/sr218;/default-rack/sr216;/default-rack/sr215, cluster="chukwa",SUCCESS,MAP,134205924,12802
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885927,12755,1307525460801,1307525470991,,task_201106081729_0001_m_000226,/default-rack/sr218;/default-rack/sr216;/default-rack/sr215, cluster="chukwa",SUCCESS,MAP,134224727,12755
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879425,12855,1307525460694,1307525475450,,task_201106081729_0001_m_000227,/default-rack/sr217;/default-rack/sr219;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134220065,12855
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133877424,12708,1307525458948,1307525471019,,task_201106081729_0001_m_000228,/default-rack/sr215;/default-rack/sr221;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134215488,12708
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133875512,12699,1307525461909,1307525484459,,task_201106081729_0001_m_000229,/default-rack/sr222;/default-rack/sr216;/default-rack/sr215, cluster="chukwa",SUCCESS,MAP,134213044,12699
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133879624,12744,1307525460694,1307525475451,,task_201106081729_0001_m_000230,/default-rack/sr218;/default-rack/sr216;/default-rack/sr217, cluster="chukwa",SUCCESS,MAP,134218376,12744
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133883515,12665,1307525460801,1307525474017,,task_201106081729_0001_m_000231,/default-rack/sr216;/default-rack/sr214;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134220615,12665
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133874196,12832,1307525461909,1307525481433,,task_201106081729_0001_m_000232,/default-rack/sr222;/default-rack/sr216;/default-rack/sr217, cluster="chukwa",SUCCESS,MAP,134214692,12832
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133880775,12751,1307525461973,1307525477037,,task_201106081729_0001_m_000233,/default-rack/sr216;/default-rack/sr214;/default-rack/sr221, cluster="chukwa",SUCCESS,MAP,134219663,12751
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885123,12751,1307525460698,1307525470570,,task_201106081729_0001_m_000234,/default-rack/sr216;/default-rack/sr221;/default-rack/sr219, cluster="chukwa",SUCCESS,MAP,134224211,12751
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133885778,12653,1307525463714,1307525475780,,task_201106081729_0001_m_000235,/default-rack/sr219;/default-rack/sr215;/default-rack/sr214, cluster="chukwa",SUCCESS,MAP,134222562,12653
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133889513,12729,1307525461973,1307525474029,,task_201106081729_0001_m_000236,/default-rack/sr221;/default-rack/sr214;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134227785,12729
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133864514,12749,1307525461974,1307525480338,,task_201106081729_0001_m_000237,/default-rack/sr214;/default-rack/sr221;/default-rack/sr216, cluster="chukwa",SUCCESS,MAP,134203426,12749
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133889364,12708,1307525461974,1307525480339,,task_201106081729_0001_m_000238,/default-rack/sr216;/default-rack/sr214;/default-rack/sr221, cluster="chukwa",SUCCESS,MAP,134228208,12708
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133875035,12667,1307525461975,1307525474029,,task_201106081729_0001_m_000239,/default-rack/sr216;/default-rack/sr214;/default-rack/sr221, cluster="chukwa",SUCCESS,MAP,134212231,12667
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133884420,12673,1307525461975,1307525474030,,task_201106081729_0001_m_000240,/default-rack/sr221;/default-rack/sr215;/default-rack/sr214, cluster="chukwa",SUCCESS,MAP,134221544,12673
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133871686,12692,1307525463715,1307525475781,,task_201106081729_0001_m_000241,/default-rack/sr214;/default-rack/sr216;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134209202,12692
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133886529,12774,1307525463710,1307525487916,,task_201106081729_0001_m_000242,/default-rack/sr217;/default-rack/sr214;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134226481,12774
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133876355,12739,1307525461910,1307525484460,,task_201106081729_0001_m_000243,/default-rack/sr217;/default-rack/sr214;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134214747,12739
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133894236,12750,1307525463721,1307525479602,,task_201106081729_0001_m_000244,/default-rack/sr219;/default-rack/sr216;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134233116,12750
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133866220,12735,1307525463715,1307525488300,,task_201106081729_0001_m_000245,/default-rack/sr215;/default-rack/sr214;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134205020,12735
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133887323,12545,1307525463716,1307525484812,,task_201106081729_0001_m_000246,/default-rack/sr216;/default-rack/sr214;/default-rack/sr222, cluster="chukwa",SUCCESS,MAP,134222083,12545
,1,0,0,sr212,/mnt/DP_disk2/lyan/hadoop/logs/history/sr212_1307525348309_job_201106081729_0001_lyan_sorter,133871335,12746,1307525463832,1307525483049,,task_201106081729_0001_m_000247,/default-rack/sr216;/default-rack/sr222;/default-rack/sr218, cluster="chukwa",SUCCESS,MAP,134210603,12746
