Timestamp,capp,category,csource,ctags,gcCount,gcTimeMillis,hostName,memHeapCommittedM,memHeapUsedM,memNonHeapCommittedM,memNonHeapUsedM,processName,threadsBlocked,threadsNew,threadsRunnable,threadsTerminated,threadsTimedWaiting,threadsWaiting
1307525965,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,31.642036,32.625,17.666,TaskTracker,0,0,9,0,38,46
1307525966,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525466951.log,jvm.metrics,sr215, cluster="chukwa",250,6766,sr215,1476.1875,816.385,23.1875,13.22419,SHUFFLE,0,0,4,0,8,2
1307525967,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",256,1378,sr215,34.75,15.549965,29.6875,16.22126,DataNode,0,0,26,0,12,11
1307525970,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525470659.log,jvm.metrics,sr215, cluster="chukwa",276,8195,sr215,1433.875,1090.0165,23.1875,13.131874,SHUFFLE,0,0,4,0,8,2
1307525972,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525473003.log,jvm.metrics,sr215, cluster="chukwa",262,7388,sr215,1492.125,747.87836,23.375,13.536736,SHUFFLE,1,0,4,0,7,2
1307525974,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525464895.log,jvm.metrics,sr215, cluster="chukwa",261,7658,sr215,1668,1383.5918,23.1875,13.177284,SHUFFLE,2,0,3,0,7,2
1307525975,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,32.15526,32.625,17.666466,TaskTracker,0,0,9,0,38,46
1307525976,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525466951.log,jvm.metrics,sr215, cluster="chukwa",250,6766,sr215,1476.1875,973.65735,23.1875,13.22419,SHUFFLE,2,0,3,0,7,2
1307525977,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",259,1382,sr215,32.0625,11.313339,29.6875,16.22126,DataNode,0,0,28,0,14,11
1307525980,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525470659.log,jvm.metrics,sr215, cluster="chukwa",277,8202,sr215,1609.0625,750.88,23.1875,13.1367035,SHUFFLE,0,0,4,0,8,2
1307525983,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525473003.log,jvm.metrics,sr215, cluster="chukwa",262,7388,sr215,1492.125,851.6547,23.375,13.539101,SHUFFLE,1,0,4,0,7,2
1307525984,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525464895.log,jvm.metrics,sr215, cluster="chukwa",262,7670,sr215,1637.75,705.85956,23.1875,13.177788,SHUFFLE,1,0,4,0,6,2
1307525985,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,32.638077,32.625,17.666466,TaskTracker,0,0,9,0,38,46
1307525986,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525466951.log,jvm.metrics,sr215, cluster="chukwa",250,6766,sr215,1476.1875,1071.0038,23.1875,13.22419,SHUFFLE,1,0,4,0,6,2
1307525987,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",264,1389,sr215,28.375,18.77729,29.6875,16.225166,DataNode,0,0,29,0,15,11
1307525990,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525470659.log,jvm.metrics,sr215, cluster="chukwa",277,8202,sr215,1609.0625,920.6956,23.1875,13.137192,SHUFFLE,0,0,4,0,8,2
1307525993,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525473003.log,jvm.metrics,sr215, cluster="chukwa",262,7388,sr215,1492.125,996.4876,23.375,13.539612,SHUFFLE,2,0,4,0,6,2
1307525994,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525464895.log,jvm.metrics,sr215, cluster="chukwa",262,7670,sr215,1637.75,826.8173,23.1875,13.177856,SHUFFLE,0,0,4,0,8,2
1307525995,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,33.17527,32.625,17.666466,TaskTracker,0,0,9,0,38,46
1307525996,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525466951.log,jvm.metrics,sr215, cluster="chukwa",250,6766,sr215,1476.1875,1171.7416,23.1875,13.224548,SHUFFLE,1,0,4,0,6,2
1307525997,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",270,1457,sr215,24.875,16.382347,28.0625,16.225914,DataNode,0,0,30,0,14,11
1307526000,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525470659.log,jvm.metrics,sr215, cluster="chukwa",277,8202,sr215,1609.0625,1075.1677,23.1875,13.137779,SHUFFLE,1,0,4,0,7,2
1307526003,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525473003.log,jvm.metrics,sr215, cluster="chukwa",263,7395,sr215,1277.5625,769.46893,23.375,13.539612,SHUFFLE,0,0,4,0,8,2
1307526004,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525464895.log,jvm.metrics,sr215, cluster="chukwa",262,7670,sr215,1637.75,955.71924,23.1875,13.178169,SHUFFLE,0,0,4,0,8,2
1307526005,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,34.060043,32.625,17.668297,TaskTracker,0,0,9,0,37,46
1307526006,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525466951.log,jvm.metrics,sr215, cluster="chukwa",250,6766,sr215,1476.1875,1270.6381,23.1875,13.22477,SHUFFLE,0,0,4,0,8,2
1307526007,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",280,1471,sr215,21.25,16.645836,28.0625,16.225914,DataNode,0,0,36,0,16,11
1307526010,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525470659.log,jvm.metrics,sr215, cluster="chukwa",277,8202,sr215,1609.0625,1229.7893,23.1875,13.138054,SHUFFLE,0,0,4,0,8,2
1307526013,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525473003.log,jvm.metrics,sr215, cluster="chukwa",263,7395,sr215,1277.5625,876.57916,23.375,13.539612,SHUFFLE,1,0,5,0,5,2
1307526014,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525464895.log,jvm.metrics,sr215, cluster="chukwa",262,7670,sr215,1637.75,1081.7227,23.1875,13.178169,SHUFFLE,2,0,4,0,5,2
1307526015,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,34.687805,32.625,17.67234,TaskTracker,0,0,9,0,37,46
1307526016,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525466951.log,jvm.metrics,sr215, cluster="chukwa",251,6780,sr215,1463.6875,764.36237,23.1875,13.22477,SHUFFLE,0,0,4,0,7,2
1307526017,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",296,1497,sr215,17.1875,13.723351,28.0625,16.229416,DataNode,0,0,32,0,14,11
1307526020,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525470659.log,jvm.metrics,sr215, cluster="chukwa",278,8210,sr215,1435.3125,802.0169,23.1875,13.138901,SHUFFLE,1,0,4,0,6,2
1307526023,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525473003.log,jvm.metrics,sr215, cluster="chukwa",263,7395,sr215,1277.5625,982.2724,23.375,13.54203,SHUFFLE,1,0,4,0,7,2
1307526024,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525464895.log,jvm.metrics,sr215, cluster="chukwa",262,7670,sr215,1637.75,1278.7084,23.1875,13.1783905,SHUFFLE,2,0,4,0,6,2
1307526025,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,35.225235,32.625,17.67234,TaskTracker,0,0,9,0,37,46
1307526026,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525466951.log,jvm.metrics,sr215, cluster="chukwa",251,6780,sr215,1463.6875,892.8142,23.1875,13.22477,SHUFFLE,2,0,3,0,7,2
1307526027,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",316,1527,sr215,15.1875,12.437248,28.0625,16.232307,DataNode,0,0,30,0,14,11
1307526030,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525470659.log,jvm.metrics,sr215, cluster="chukwa",278,8210,sr215,1435.3125,954.7092,23.1875,13.138901,SHUFFLE,0,0,6,0,6,2
1307526033,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525473003.log,jvm.metrics,sr215, cluster="chukwa",264,7403,sr215,1473.0625,799.67334,23.375,13.542816,SHUFFLE,1,0,5,0,6,2
1307526034,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525464895.log,jvm.metrics,sr215, cluster="chukwa",262,7670,sr215,1637.75,1414.8759,23.1875,13.179031,SHUFFLE,0,0,5,0,7,2
1307526035,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,35.74739,32.625,17.672935,TaskTracker,0,0,9,0,37,46
1307526036,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525466951.log,jvm.metrics,sr215, cluster="chukwa",251,6780,sr215,1463.6875,1011.7264,23.1875,13.225029,SHUFFLE,0,0,4,0,8,2
1307526037,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",342,1623,sr215,13.4375,10.11512,26.9375,16.232872,DataNode,0,0,30,0,12,11
1307526040,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525470659.log,jvm.metrics,sr215, cluster="chukwa",278,8210,sr215,1435.3125,1109.8815,23.1875,13.139954,SHUFFLE,0,0,4,0,8,2
1307526043,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525473003.log,jvm.metrics,sr215, cluster="chukwa",264,7403,sr215,1473.0625,967.6517,23.375,13.544106,SHUFFLE,2,0,3,0,7,2
1307526044,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525464895.log,jvm.metrics,sr215, cluster="chukwa",263,7685,sr215,1607.8125,907.87134,23.1875,13.179031,SHUFFLE,0,0,4,0,8,2
1307526045,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,36.703606,32.625,17.674568,TaskTracker,0,0,8,0,37,44
1307526047,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",366,1651,sr215,13.375,10.54155,26.9375,16.250381,DataNode,0,0,20,0,13,11
1307526050,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525470659.log,jvm.metrics,sr215, cluster="chukwa",279,8215,sr215,1607,785.53107,23.1875,13.139954,SHUFFLE,0,0,4,0,8,2
1307526053,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525473003.log,jvm.metrics,sr215, cluster="chukwa",265,7411,sr215,1279.5,847.82715,23.375,13.544106,SHUFFLE,0,0,5,0,7,2
1307526055,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,37.474106,32.625,17.67501,TaskTracker,0,0,7,0,37,42
1307526057,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",388,1692,sr215,13.375,11.111191,26.9375,16.265724,DataNode,0,0,14,0,11,11
1307526065,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,38.972694,32.625,17.677467,TaskTracker,0,0,5,0,36,38
1307526067,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",402,1713,sr215,14.4375,12.72599,26.9375,16.265724,DataNode,0,0,11,0,12,11
1307526075,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,39.178062,32.625,17.681557,TaskTracker,0,0,5,0,35,39
1307526077,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",408,1782,sr215,15.9375,9.736198,25.4375,16.295723,DataNode,0,0,8,0,11,11
1307526085,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525365153.log,jvm.metrics,sr215, cluster="chukwa",27,664,sr215,129.75,39.359,32.625,17.681557,TaskTracker,0,0,5,0,35,39
1307526087,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357339.log,jvm.metrics,sr215, cluster="chukwa",412,1787,sr215,17.5,8.877083,25.4375,16.313538,DataNode,0,0,7,0,10,11
1307525434,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525364924.log,jvm.metrics,sr216, cluster="chukwa",5,23,sr216,17.6875,13.917358,23.1875,13.821632,TaskTracker,0,0,5,0,5,39
1307525437,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357677.log,jvm.metrics,sr216, cluster="chukwa",8,37,sr216,30.6875,23.845528,23.1875,15.261147,DataNode,0,0,9,0,9,11
1307525444,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525364924.log,jvm.metrics,sr216, cluster="chukwa",9,123,sr216,57.625,18.263908,31.1875,15.580009,TaskTracker,0,0,21,0,6,71
1307525447,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357677.log,jvm.metrics,sr216, cluster="chukwa",10,119,sr216,35.875,24.336761,31.375,15.703087,DataNode,0,0,16,0,10,11
1307525449,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525449481.log,jvm.metrics,sr216, cluster="chukwa",10,153,sr216,368.5625,310.5362,23.6875,10.775612,MAP,0,0,3,0,6,3
1307525449,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525449763.log,jvm.metrics,sr216, cluster="chukwa",9,89,sr216,363.6875,318.53156,24.6875,11.178375,MAP,0,0,3,0,6,3
1307525449,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525449502.log,jvm.metrics,sr216, cluster="chukwa",9,82,sr216,363,315.99216,24.6875,10.849197,MAP,0,0,3,0,6,3
1307525449,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525449985.log,jvm.metrics,sr216, cluster="chukwa",9,100,sr216,358.125,310.51144,24.75,10.862785,MAP,0,0,5,0,3,4
1307525449,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525449958.log,jvm.metrics,sr216, cluster="chukwa",11,96,sr216,368,302.5708,23.75,10.750542,MAP,0,0,4,0,4,4
1307525450,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525450767.log,jvm.metrics,sr216, cluster="chukwa",14,125,sr216,355.6875,306.21027,23.6875,10.815361,MAP,0,0,5,0,3,4
1307525450,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525450404.log,jvm.metrics,sr216, cluster="chukwa",10,176,sr216,369.875,314.52036,23.6875,10.818787,MAP,0,0,4,0,4,4
1307525450,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525450739.log,jvm.metrics,sr216, cluster="chukwa",10,258,sr216,367.5625,312.28625,23.6875,10.7960205,MAP,0,0,5,0,3,4
1307525450,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525450255.log,jvm.metrics,sr216, cluster="chukwa",12,122,sr216,62.875,5.5745544,23.625,11.153847,MAP,0,0,3,0,5,2
1307525450,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525450233.log,jvm.metrics,sr216, cluster="chukwa",9,115,sr216,363.1875,316.62766,24.6875,10.789001,MAP,0,0,4,0,4,4
1307525451,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525451169.log,jvm.metrics,sr216, cluster="chukwa",12,145,sr216,64.0625,4.4604416,23.5625,11.200912,MAP,1,0,3,0,4,2
1307525451,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525451251.log,jvm.metrics,sr216, cluster="chukwa",10,143,sr216,371,315.91345,23.6875,10.783714,MAP,0,0,5,0,3,4
1307525454,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525364924.log,jvm.metrics,sr216, cluster="chukwa",9,123,sr216,57.625,38.06301,31.1875,15.7116165,TaskTracker,0,0,29,0,7,73
1307525457,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357677.log,jvm.metrics,sr216, cluster="chukwa",11,134,sr216,49.875,23.062088,31.375,15.705223,DataNode,0,0,23,0,10,11
1307525457,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525457525.log,jvm.metrics,sr216, cluster="chukwa",10,92,sr216,369.4375,313.968,23.875,10.745865,MAP,0,0,4,0,5,3
1307525457,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525457609.log,jvm.metrics,sr216, cluster="chukwa",10,114,sr216,359.4375,303.5197,24.75,10.762482,MAP,0,0,4,0,5,3
1307525459,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525449481.log,jvm.metrics,sr216, cluster="chukwa",11,160,sr216,381.125,328.92288,23.6875,11.406494,MAP,1,0,3,0,3,2
1307525459,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525449985.log,jvm.metrics,sr216, cluster="chukwa",11,135,sr216,384.5,332.86465,24.0625,11.526695,MAP,0,0,3,0,5,3
1307525460,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525450233.log,jvm.metrics,sr216, cluster="chukwa",12,161,sr216,378.5625,312.09943,23.5625,11.424347,MAP,0,0,4,0,2,3
1307525460,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525450739.log,jvm.metrics,sr216, cluster="chukwa",11,263,sr216,384.4375,331.5892,23.6875,11.156708,MAP,0,0,3,0,4,3
1307525460,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525450767.log,jvm.metrics,sr216, cluster="chukwa",17,265,sr216,372.75,312.62732,23.1875,11.293495,MAP,0,0,3,0,4,3
1307525461,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525451251.log,jvm.metrics,sr216, cluster="chukwa",12,151,sr216,375.5,307.67426,23.6875,11.450478,MAP,0,0,4,0,2,4
1307525462,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525462706.log,jvm.metrics,sr216, cluster="chukwa",9,82,sr216,359.8125,309.5902,24.75,10.705147,MAP,0,0,5,0,3,4
1307525462,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525462719.log,jvm.metrics,sr216, cluster="chukwa",42,417,sr216,319.6875,246.82646,23.1875,11.213867,SHUFFLE,3,0,6,0,4,6
1307525463,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525463481.log,jvm.metrics,sr216, cluster="chukwa",9,99,sr216,359.75,313.89584,24.75,10.774979,MAP,0,0,5,0,3,4
1307525464,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525364924.log,jvm.metrics,sr216, cluster="chukwa",10,139,sr216,58.3125,38.718285,31.1875,16.564651,TaskTracker,58,0,36,0,5,65
1307525465,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525465718.log,jvm.metrics,sr216, cluster="chukwa",46,243,sr216,200.3125,169.83661,24.25,11.16613,SHUFFLE,0,0,7,0,8,4
1307525465,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525465717.log,jvm.metrics,sr216, cluster="chukwa",12,117,sr216,363.1875,311.86896,23.6875,10.802353,MAP,0,0,3,0,6,3
1307525465,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525465861.log,jvm.metrics,sr216, cluster="chukwa",10,132,sr216,369.4375,309.83762,23.625,11.2359085,MAP,0,0,3,0,5,2
1307525467,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525457609.log,jvm.metrics,sr216, cluster="chukwa",13,165,sr216,378.5625,303.47864,24.25,11.344208,MAP,0,0,4,0,3,3
1307525467,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525457631.log,jvm.metrics,sr216, cluster="chukwa",10,119,sr216,69.625,4.4602814,23.625,11.624405,MAP,2,0,3,0,0,3
1307525467,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357677.log,jvm.metrics,sr216, cluster="chukwa",11,134,sr216,49.875,39.92881,31.375,15.707954,DataNode,6,0,15,0,11,11
1307525467,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525457525.log,jvm.metrics,sr216, cluster="chukwa",13,226,sr216,388.4375,304.318,23.1875,11.215424,MAP,0,0,4,0,3,3
1307525468,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525468855.log,jvm.metrics,sr216, cluster="chukwa",9,82,sr216,363.5,312.98444,24.75,11.137436,MAP,0,0,3,0,5,2
1307525468,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525468911.log,jvm.metrics,sr216, cluster="chukwa",61,428,sr216,223.4375,187.80588,23.1875,11.2323,SHUFFLE,3,0,5,0,5,6
1307525469,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525469027.log,jvm.metrics,sr216, cluster="chukwa",10,128,sr216,370.9375,314.065,23.5625,11.231499,MAP,0,0,3,0,4,3
1307525472,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525462719.log,jvm.metrics,sr216, cluster="chukwa",68,824,sr216,526.75,275.4258,23.1875,11.792274,SHUFFLE,0,0,7,0,7,4
1307525474,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525364924.log,jvm.metrics,sr216, cluster="chukwa",13,253,sr216,94.4375,65.54941,35.6875,17.10199,TaskTracker,0,0,25,0,44,71
1307525475,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525465718.log,jvm.metrics,sr216, cluster="chukwa",79,1037,sr216,657,528.2034,23.1875,11.932846,SHUFFLE,0,0,7,0,7,4
1307525477,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525357677.log,jvm.metrics,sr216, cluster="chukwa",12,143,sr216,46.8125,23.353424,31.375,15.717712,DataNode,0,0,22,0,11,11
1307525478,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525468911.log,jvm.metrics,sr216, cluster="chukwa",98,1279,sr216,686.8125,360.94025,23.1875,11.727501,SHUFFLE,0,0,9,0,3,6
1307525480,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525480320.log,jvm.metrics,sr216, cluster="chukwa",42,542,sr216,276.6875,123.779495,23.1875,11.545845,SHUFFLE,0,0,8,0,5,6
1307525480,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525480806.log,jvm.metrics,sr216, cluster="chukwa",10,264,sr216,367.25,312.71783,23.6875,11.062416,MAP,0,0,4,0,4,4
1307525481,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525481684.log,jvm.metrics,sr216, cluster="chukwa",10,129,sr216,371.5,316.0903,23.6875,11.158516,MAP,0,0,3,0,4,4
1307525481,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525481711.log,jvm.metrics,sr216, cluster="chukwa",9,129,sr216,363.0625,315.2634,24.6875,11.158844,MAP,0,0,3,0,4,4
1307525481,/mnt/DP_disk2/lyan/hadoop/logs/chukwa/metrics/chukwa-lyan-jvm-1307525481547.log,jvm.metrics,sr216, cluster="chukwa",12,189,sr216,362.125,310.18924,23.75,11.121597,MAP,0,0,4,0,4,4
